"barcode"	"date"	"template"
"1000251"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000252"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000253"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000254"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000255"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000256"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000257"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000258"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000259"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000260"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000261"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000262"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000263"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000264"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000265"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000266"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000267"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000268"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000269"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000270"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000271"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000272"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000273"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000274"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000275"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000276"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000277"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000278"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000279"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000280"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000281"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000282"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000283"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000284"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000285"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000286"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000287"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000288"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000289"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000290"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000291"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000292"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000293"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000294"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000295"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000296"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000297"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000298"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000299"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000300"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000301"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000302"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000303"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000304"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000305"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000306"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000307"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000308"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000309"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000310"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000311"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000312"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000313"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000314"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000315"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000316"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000317"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000318"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000319"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000320"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000321"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000322"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000323"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000324"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000325"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000326"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000327"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000328"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000329"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000330"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000331"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000332"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000333"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000334"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000335"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000336"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000337"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000338"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000339"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000340"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000341"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000342"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000343"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000344"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000345"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000346"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000347"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000348"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000349"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000350"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000351"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000352"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000353"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000354"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000355"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000356"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000357"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000358"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000359"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000360"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000361"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000362"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000363"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000364"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000365"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000366"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000367"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000368"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000369"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000370"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000371"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000372"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000373"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000374"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000375"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000376"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000377"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000378"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000379"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000380"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000381"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000382"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000383"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000384"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000385"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000386"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000387"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000388"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000389"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000390"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000391"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000392"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000393"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000394"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000395"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000396"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000397"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000398"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000399"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000400"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000401"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000402"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000403"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000404"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000405"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000406"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000407"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000408"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000409"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000410"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000411"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000412"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000413"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000414"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000415"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000416"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000417"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000418"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000419"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000420"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000421"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000422"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000423"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000424"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000425"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000426"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000427"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000428"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000429"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000430"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000431"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000432"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000433"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000434"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000435"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000436"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000437"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000438"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000439"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000440"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000441"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000442"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000443"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000444"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000445"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000446"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000447"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000448"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000449"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000450"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000451"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000452"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000453"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000454"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000455"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000456"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000457"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000458"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000459"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000460"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000461"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000462"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000463"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000464"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000465"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000466"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000467"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000468"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000469"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000470"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000471"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000472"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000473"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000474"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000475"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000476"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000477"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000478"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000479"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000480"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000481"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000482"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000483"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000484"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000485"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000486"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000487"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000488"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000489"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000490"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000491"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000492"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000493"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000494"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000495"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000496"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000497"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000498"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000499"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000500"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
"1000501"	"Tue Feb 23 14:08:25 2021"	"SW_tube_dot_label_v2.zpl"
